Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSG00000197980	1.6443230352228355	-0.8834948387194206	0.3588825803905969	0.0028677418256552512	0.01585470431326715	TRUE
ENSG00000225321	1.6448644230532818	-0.8842340464603552	0.35868583307403473	0.0028366264929019615	0.01571989770687812	TRUE
ENSG00000067248	1.6452960538571952	-0.8845452463916292	0.358678200428816	0.002827239655981646	0.015682403322941785	TRUE
ENSG00000163848	1.3206787949182726	-0.885620116986188	0.26985025997707046	0.40365000843373694	NA	NA
ENSG00000101665	2.2622341330789215	-0.8872032192265815	0.3750016811087369	0.003917659861600371	0.019571985435883354	TRUE
ENSG00000136146	1.755403944856275	-0.8872748042088426	0.35485001484574813	0.002797792323787071	0.015577947085535658	TRUE
ENSG00000200913	1.653422552043483	-0.8877072644912822	0.3354016925117236	0.7901079371555136	0.8441885964739632	FALSE
ENSG00000125249	1.3130231511658568	-0.8892253724752425	0.2891219630858245	0.4879960840983423	NA	NA
ENSG00000112031	1.2549300367319982	-0.8893442013088334	0.2767551769956242	0.9276480048995615	NA	NA
ENSG00000198718	1.285274540387934	-0.8895198178317939	0.27431439054328227	0.885895515320571	NA	NA
ENSG00000013561	1.1873092281267197	-0.8895343191258562	0.2792351102206735	0.8225194026769823	NA	NA
ENSG00000198087	1.436802512556745	-0.891360813121099	0.26169434619148896	0.11107136976547148	0.19995227508905242	FALSE
ENSG00000175556	1.940330117656273	-0.8919627769053348	0.37121643951899636	0.0034682818107481554	0.018046239558031602	TRUE
ENSG00000164168	1.7078571748027627	-0.8920212702559577	0.34473937344982925	0.3965382651795327	0.4960715553370648	FALSE
ENSG00000119950	1.7008263300801816	-0.892740141034542	0.3485880091636828	0.36760659625527	0.46542442263708084	FALSE
ENSG00000281591	45.09398214854414	-0.8927945572949629	0.5408976554755233	0.015795964316078506	0.05113149674159882	FALSE
ENSG00000261824	2.086969627315306	-0.8930345676226833	0.3701384329755727	0.4106616716178662	0.5103191355795857	FALSE
ENSG00000172590	1.3928720320398311	-0.8946420171363854	0.28298263746473523	0.2598387928920282	0.35332353994612253	FALSE
ENSG00000114554	1.2120180500647983	-0.8990405054273769	0.2666063809425644	0.9331669074547483	NA	NA
ENSG00000169083	1.2260768442985899	-0.8995417698902741	0.28034486379762774	0.7524585211199661	NA	NA
ENSG00000154822	1.2171777471022904	-0.9004062236259859	0.25177433982897596	0.4485218965204194	NA	NA
ENSG00000178761	1.297371522167657	-0.9004209890433572	0.2605046421294642	0.5857073831717721	NA	NA
ENSG00000105379	1.4214145524086748	-0.9006211300140379	0.30088021480105337	0.26878323617063715	0.36255085405734194	FALSE
ENSG00000149782	1.2781443240652994	-0.9018222294049452	0.27184425223365216	0.7225848090922105	NA	NA
ENSG00000198265	1.9230825426672264	-0.9022356926095919	0.3448524420507862	0.6997260200714119	0.7738444005331503	FALSE
ENSG00000160691	2.6581233961245263	-0.90339061742616	0.4075515631836693	0.005197194728082694	0.024007723501891346	TRUE
